Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ITSupporter,,,2019-02-18 11:18:51,2019-02-18 11:19:03,12.774s,FAILED
,,,,,,
Test Cases/ITSupporter/01Login,,,2019-02-18 11:18:51,2019-02-18 11:18:54,3.316s,FAILED
"a = sendRequest(findTestObject(""ITSupporter/01Login""))",,,2019-02-18 11:18:52,2019-02-18 11:18:53,1.067s,PASSED
"verifyResponseStatusCode(a, 200)",,,2019-02-18 11:18:53,2019-02-18 11:18:53,0.027s,PASSED
"verifyElementPropertyValue(a, ""ObjReturn.order"", 1)",,,2019-02-18 11:18:53,2019-02-18 11:18:53,0.116s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn.it_supporter_id"", 1)",,,2019-02-18 11:18:53,2019-02-18 11:18:53,0.216s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn.it_supporter_name"", ""Lê Hồng Ân"")",,,2019-02-18 11:18:53,2019-02-18 11:18:53,0.145s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn.account_id"", 2)",,,2019-02-18 11:18:53,2019-02-18 11:18:53,0.075s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn.username"", ""lehongan"")",,,2019-02-18 11:18:53,2019-02-18 11:18:53,0.021s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn.old_username"", null)",,,2019-02-18 11:18:53,2019-02-18 11:18:54,0.202s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn.it_supporter_phone"", ""0152012421"")",,,2019-02-18 11:18:54,2019-02-18 11:18:54,0.080s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn.it_supporter_mail"", ""anh@gmail.com"")",,,2019-02-18 11:18:54,2019-02-18 11:18:54,0.021s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn.gender"", ""1"")",,,2019-02-18 11:18:54,2019-02-18 11:18:54,0.079s,FAILED
