Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Agency,,,2019-02-18 15:49:51,2019-02-18 15:50:12,21.096s,FAILED
,,,,,,
Test Cases/Agency/28AgencyLogin1,,,2019-02-18 15:49:52,2019-02-18 15:49:58,6.375s,FAILED
"a = sendRequest(findTestObject(""Agency/28AgencyLogin""))",,,2019-02-18 15:49:53,2019-02-18 15:49:56,3.629s,PASSED
"verifyResponseStatusCode(a, 200)",,,2019-02-18 15:49:56,2019-02-18 15:49:56,0.071s,PASSED
"verifyElementPropertyValue(a, "".IsError"", false)",,,2019-02-18 15:49:56,2019-02-18 15:49:57,0.242s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn.AgencyId"", 3)",,,2019-02-18 15:49:57,2019-02-18 15:49:57,0.134s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn.CompanyId"", 1)",,,2019-02-18 15:49:57,2019-02-18 15:49:57,0.139s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn.AccountId"", 1)",,,2019-02-18 15:49:57,2019-02-18 15:49:57,0.091s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn.AgencyName"", ""Passio 47 TCV"")",,,2019-02-18 15:49:57,2019-02-18 15:49:57,0.274s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn.Address"", ""47 Trần Cao Vân"")",,,2019-02-18 15:49:57,2019-02-18 15:49:57,0.110s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn.Telephone"", ""0966167423"")",,,2019-02-18 15:49:57,2019-02-18 15:49:57,0.042s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn.CreateAt"", ""00:00 03/10/2018"")",,,2019-02-18 15:49:57,2019-02-18 15:49:57,0.062s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn.UpdateAt"", ""10:53 14/01/2019"")",,,2019-02-18 15:49:57,2019-02-18 15:49:58,0.071s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn.CompanyName"", ""Passio"")",,,2019-02-18 15:49:58,2019-02-18 15:49:58,0.173s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn.UserName"", ""c"")",,,2019-02-18 15:49:58,2019-02-18 15:49:58,0.097s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn.IsDelete"", false)",,,2019-02-18 15:49:58,2019-02-18 15:49:58,0.090s,FAILED
"verifyElementPropertyValue(a, ""ObjReturn.NumericalOrder"", 1)",,,2019-02-18 15:49:58,2019-02-18 15:49:58,0.090s,FAILED
,,,,,,
